"ID","Age","online","Grow.Palous","Grow.PN","Grow.SW","Grow.NE","Grow.SE","Grow.MW","Grow.OUS","Gender","Years","Rent","Supplier.Moscow","Supplier.Pullman","Supplier.Dwell","Supplier.Iwell","Supplier.IDK","Supplier.other","compareuse","statement","awareness","recreation","education","wildlif","energy","flood","Task","Choice","C1.1.Cost","C2.1LargR","C2.1SmallR","C2.1WasteW","C2.1GroundW","C3.1ARebate","C3.1GRebate","C3.1GRestrict","C3.1WRestrict","C4.1AqInj","C4.1Resv","C4.1NoStore","Check","Id2"
84,13,0,1,0,0,0,0,0,0,2,7,2,1,0,0,0,0,0,1,7,3,5,5,7,7,7,5,1,10,1,0,0,0,0,0,1,0,0,1,0,1,84.5
85,15,0,0,0,0,0,0,1,0,1,6,2,1,0,0,0,0,0,1,7,3,5,5,7,5,7,5,0,20,0,0,0,1,0,0,0,1,0,1,0,1,85.5
86,8,0,0,0,0,0,0,1,0,1,3,1,0,1,1,0,0,0,1,5,1,6,3,7,5,5,5,0,5,0,0,1,0,0,0,1,0,0,1,0,1,86.5
87,8,0,0,0,0,0,0,1,0,2,3,1,0,1,1,0,0,0,1,7,1,2,2,6,5,4,5,1,5,0,0,0,1,1,0,0,0,0,1,0,1,87.5
88,14,0,0,0,0,0,1,1,0,2,2,2,1,0,0,0,0,0,1,6,2,3,3,4,4,4,5,0,10,0,1,0,0,0,0,0,1,0,1,0,1,88.5
89,15,0,0,1,0,0,0,0,0,2,5,2,1,0,0,0,0,0,1,7,3,7,5,7,7,7,5,0,30,0,1,0,0,0,1,0,0,0,1,0,1,89.5
90,8,0,0,1,0,0,0,0,0,2,3,1,0,0,0,0,1,0,1,6,2,5,2,7,6,4,5,1,5,0,0,1,0,0,0,0,1,1,0,0,1,90.5
91,13,0,0,1,0,0,0,0,0,2,7,2,1,0,0,0,0,0,1,7,3,3,0,5,5,5,5,0,30,0,1,0,0,0,1,0,0,0,0,1,1,91.5
92,13,0,0,1,0,0,0,1,0,3,7,2,1,0,0,0,0,0,1,7,3,6,7,6,6,7,5,1,5,1,0,0,0,1,0,0,0,0,1,0,1,92.5
93,14,0,0,0,0,0,0,0,1,2,2,1,1,0,0,0,0,0,1,7,2,4,4,6,6,4,5,1,20,0,0,1,0,1,0,0,0,0,0,1,1,93.5
94,9,0,0,0,0,0,0,0,0,1,4,1,1,0,0,0,0,0,1,7,1,6,7,7,7,7,5,0,5,0,1,0,0,0,0,0,1,0,1,0,1,94.5
95,10,0,0,0,0,1,0,0,1,3,2,2,1,0,0,0,0,0,1,7,1,5,4,7,7,7,5,1,20,1,0,0,0,1,0,0,0,0,0,1,1,95.5
96,9,0,1,0,0,0,0,0,0,1,7,2,0,0,1,0,0,0,1,7,2,7,7,7,7,7,5,0,5,0,1,0,0,0,1,0,0,0,1,0,1,96.5
97,15,0,0,0,1,0,0,0,0,2,4,2,1,0,0,0,0,0,1,7,3,7,7,7,0,0,5,0,30,0,0,1,0,0,0,1,0,0,0,1,1,97.5
98,14,0,0,0,0,0,0,1,0,1,7,1,1,0,0,0,0,0,1,7,1,5,4,5,5,5,5,1,0,0,1,0,0,0,0,1,0,0,0,1,1,98.5
99,14,0,1,0,0,0,0,1,0,1,7,2,1,0,0,0,0,0,1,7,4,7,5,7,7,7,5,0,0,0,1,0,0,0,0,0,1,0,0,1,1,99.5
100,15,0,0,0,1,0,0,0,0,2,7,2,1,0,0,0,0,1,1,7,4,7,7,7,7,7,5,1,20,1,0,0,0,0,0,0,1,1,0,0,1,100.5
101,9,0,1,0,0,0,0,0,0,2,7,4,1,0,0,0,1,0,1,7,2,5,6,7,6,7,5,1,5,0,1,0,0,0,1,0,0,0,0,1,1,101.5
102,15,0,0,0,0,1,0,0,0,2,7,2,1,0,0,1,0,0,1,7,3,6,6,7,7,7,5,1,5,0,1,0,0,0,1,0,0,1,0,0,1,102.5
103,13,0,0,0,0,1,1,0,0,2,5,1,1,0,0,0,0,0,1,7,2,7,7,7,6,7,5,0,10,1,0,0,0,0,1,0,0,1,0,0,1,103.5
104,9,0,0,0,0,0,1,0,0,2,3,1,1,0,0,0,0,0,1,7,2,4,7,7,7,4,5,0,5,0,0,1,0,1,0,0,0,1,0,0,1,104.5
105,13,0,0,0,0,0,0,0,1,2,2,2,1,0,0,0,0,0,1,7,2,7,7,7,7,7,5,1,5,1,0,0,0,0,0,0,1,0,1,0,1,105.5
106,10,0,1,0,0,0,0,0,0,2,7,2,0,0,1,1,0,0,1,5,3,6,5,7,7,7,5,0,10,1,0,0,0,0,0,1,0,0,1,0,1,106.5
107,8,0,0,0,0,0,0,1,0,1,3,1,0,1,0,0,0,0,1,7,1,3,7,7,5,2,5,1,10,0,0,0,1,0,0,1,0,0,0,1,1,107.5
108,10,0,0,1,0,0,0,0,0,3,7,2,0,0,1,0,0,0,1,6,3,1,4,4,3,3,5,0,10,0,1,0,0,1,0,0,0,0,0,1,1,108.5
109,10,0,0,1,0,0,0,0,0,1,5,1,1,0,0,0,0,0,1,6,3,5,5,6,3,3,5,0,30,0,1,0,0,0,1,0,0,0,0,1,1,109.5
110,8,0,1,1,0,0,0,0,0,2,7,1,1,0,0,0,0,0,1,7,4,4,7,7,7,7,5,0,10,0,0,1,0,0,0,1,0,1,0,0,1,110.5
111,13,0,0,1,0,0,0,0,0,1,3,2,1,0,0,0,0,0,1,7,2,5,5,5,5,5,5,1,0,0,0,0,1,0,1,0,0,0,1,0,1,111.5
112,8,0,1,0,0,0,0,0,0,3,7,1,1,0,0,0,0,0,1,7,3,4,6,7,5,7,5,0,5,1,0,0,0,0,0,1,0,0,1,0,1,112.5
113,15,0,1,0,0,0,0,1,0,2,7,2,1,0,0,0,0,0,1,7,3,5,2,7,7,5,5,0,30,0,1,0,0,0,0,1,0,1,0,0,1,113.5
114,9,0,0,1,0,0,0,0,0,1,2,1,0,1,0,0,0,0,1,7,1,5,4,5,6,5,5,0,30,0,0,1,0,0,1,0,0,0,0,1,1,114.5
115,13,0,0,1,0,0,0,0,0,3,2,1,0,1,0,0,0,0,1,7,1,7,7,7,7,7,5,1,10,0,0,0,1,0,0,0,1,1,0,0,1,115.5
116,14,0,0,0,0,1,0,0,0,1,5,2,0,1,0,0,0,0,1,7,1,3,3,4,7,7,5,0,30,0,1,0,0,0,0,1,0,1,0,0,1,116.5
117,10,0,0,0,0,1,0,0,0,1,7,2,0,1,0,0,0,0,1,6,3,1,1,1,1,1,5,1,5,0,0,1,0,0,0,1,0,0,1,0,1,117.5
118,10,0,0,0,1,0,0,0,0,2,6,2,0,1,0,0,0,0,1,7,3,2,4,4,5,4,5,0,5,0,0,1,0,1,0,0,0,0,0,1,1,118.5
119,15,0,1,0,0,0,0,1,0,2,7,2,0,1,0,0,0,0,1,6,2,3,3,7,3,5,5,1,30,0,0,0,1,0,0,1,0,0,0,1,1,119.5
120,10,0,0,1,0,0,0,0,0,1,6,2,0,1,0,0,0,0,1,6,2,1,1,1,5,4,5,0,5,0,1,0,0,0,0,1,0,0,1,0,1,120.5
121,10,0,1,0,0,0,0,0,0,1,7,2,0,1,0,0,0,0,1,5,2,5,4,5,2,2,5,0,0,0,0,1,0,0,0,1,0,0,1,0,1,121.5
122,15,0,0,0,0,0,1,0,0,2,6,1,0,0,1,0,0,0,1,7,1,6,6,6,6,7,5,0,30,1,0,0,0,0,0,1,0,0,1,0,1,122.5
123,13,0,1,0,0,0,0,0,0,1,7,2,0,1,0,0,0,0,1,7,3,7,7,7,7,7,5,1,10,1,0,0,0,0,1,0,0,0,1,0,1,123.5
124,14,0,1,0,1,0,0,0,0,1,7,4,1,0,0,0,0,0,1,7,3,0,7,7,7,4,5,1,30,0,0,1,0,0,1,0,0,0,0,1,1,124.5
125,15,0,0,1,0,0,0,0,0,1,7,2,1,0,0,0,0,0,1,6,4,3,4,4,6,4,5,1,10,0,1,0,0,1,0,0,0,0,0,1,1,125.5
126,15,0,0,0,0,1,0,0,0,2,7,2,0,0,1,1,0,0,1,7,3,7,4,7,7,4,5,1,10,1,0,0,0,0,1,0,0,0,1,0,1,126.5
127,10,0,0,0,0,0,0,1,0,1,5,1,0,1,0,0,0,0,1,6,2,2,2,3,5,6,5,0,5,0,1,0,0,0,0,1,0,0,0,1,1,127.5
128,9,0,0,0,1,0,0,0,0,1,7,1,0,1,0,0,1,0,1,7,1,7,7,6,7,7,5,1,10,0,0,1,0,1,0,0,0,0,0,1,1,128.5
131,13,0,0,1,0,0,1,0,0,2,7,2,1,0,0,0,0,0,1,7,2,5,5,5,7,5,5,1,10,0,0,1,0,0,1,0,0,1,0,0,1,131.5
132,8,0,0,1,0,0,0,0,0,2,4,2,1,0,0,0,0,0,1,7,1,6,7,7,6,6,5,0,20,1,0,0,0,0,0,0,1,0,1,0,1,132.5
133,8,0,0,1,0,0,0,0,0,1,4,1,1,0,0,0,0,0,1,7,3,5,4,7,5,5,5,0,5,0,0,0,1,0,0,0,1,0,1,0,1,133.5
134,15,0,0,0,0,0,0,0,1,1,4,4,1,0,0,0,0,0,1,5,2,7,7,7,7,7,5,1,10,0,0,0,1,0,0,0,1,0,0,1,1,134.5
135,13,0,1,0,0,0,0,0,0,1,7,2,1,0,0,0,0,0,1,7,1,5,5,4,6,4,5,0,5,0,0,1,0,1,0,0,0,1,0,0,1,135.5
136,13,0,0,0,0,0,0,1,0,1,7,2,0,0,1,1,0,0,1,7,3,2,2,4,5,6,5,0,0,0,1,0,0,0,0,1,0,1,0,0,1,136.5
137,8,0,0,1,0,0,0,0,0,1,3,1,1,0,0,0,0,0,1,5,1,5,6,6,4,4,5,0,30,0,0,1,0,0,1,0,0,1,0,0,1,137.5
138,10,0,0,0,1,0,0,0,0,2,5,1,1,0,0,0,0,0,1,7,1,4,3,4,5,6,5,0,0,0,0,0,1,0,1,0,0,0,1,0,1,138.5
139,13,0,0,0,0,0,0,1,0,1,6,2,1,0,0,0,0,0,1,7,4,2,3,4,7,1,5,0,0,0,0,1,0,0,0,1,0,1,0,0,1,139.5
140,15,0,0,0,1,0,0,0,0,2,5,2,1,0,0,0,0,0,1,0,2,0,0,0,0,0,5,0,5,0,0,1,0,0,0,0,1,0,0,1,1,140.5
141,9,0,0,0,0,0,1,0,0,2,5,1,1,0,0,0,1,0,1,7,2,6,7,7,7,7,5,1,20,0,1,0,0,0,1,0,0,1,0,0,1,141.5
142,15,0,0,0,0,0,0,1,0,3,3,2,1,0,0,0,0,0,1,7,3,4,5,5,5,5,5,1,20,1,0,0,0,1,0,0,0,1,0,0,1,142.5
143,10,0,0,0,0,0,0,1,0,2,3,2,0,1,0,0,0,0,1,6,2,7,7,7,7,7,5,0,5,0,0,0,1,0,1,0,0,0,0,1,1,143.5
144,9,0,1,1,0,0,0,0,0,1,5,2,1,0,0,0,0,0,1,7,3,1,3,7,7,4,5,1,20,0,0,1,0,0,0,1,0,0,0,1,1,144.5
145,14,0,0,1,0,0,0,0,0,2,4,4,1,0,0,0,0,0,1,7,3,5,0,7,7,7,5,1,10,0,0,0,1,0,0,0,1,1,0,0,1,145.5
146,10,0,0,0,0,0,0,1,0,2,6,2,1,0,0,0,0,0,1,7,3,4,4,6,7,4,5,0,5,0,0,1,0,0,0,1,0,0,0,1,1,146.5
147,15,0,1,0,0,1,0,1,0,3,6,2,0,0,1,0,0,0,1,0,3,4,3,3,0,3,5,0,30,0,1,0,0,0,0,0,1,1,0,0,1,147.5
148,13,0,1,0,0,0,0,0,0,1,7,2,0,0,0,0,1,1,1,7,3,7,6,6,6,6,5,1,10,1,0,0,0,0,0,1,0,1,0,0,1,148.5
149,9,0,0,0,1,0,0,0,1,1,3,2,0,0,0,0,1,0,1,1,1,1,1,0,0,7,5,0,10,0,0,0,1,0,0,0,1,0,0,1,1,149.5
150,14,0,1,0,0,0,0,0,0,3,7,2,0,0,1,0,0,0,1,4,1,6,5,6,5,6,5,0,20,0,0,1,0,0,0,0,1,1,0,0,1,150.5
151,10,0,0,1,0,0,0,0,0,2,7,2,0,0,0,0,0,1,1,5,2,6,6,6,6,6,5,1,10,0,1,0,0,0,0,0,1,1,0,0,1,151.5
152,9,0,0,1,0,0,0,0,0,2,5,1,1,1,0,0,0,0,1,6,4,2,7,5,5,3,5,1,30,1,0,0,0,0,1,0,0,0,0,1,1,152.5
153,9,0,0,1,0,0,0,0,0,1,5,1,0,0,1,0,0,0,1,7,1,3,3,5,3,5,5,0,5,0,1,0,0,0,0,1,0,0,1,0,1,153.5
154,9,0,1,0,0,0,0,0,0,2,7,2,0,1,0,0,0,1,1,7,1,7,7,7,7,7,5,0,30,0,1,0,0,0,0,0,1,0,1,0,1,154.5
155,14,0,0,1,0,0,0,0,1,2,7,2,0,0,1,0,0,0,1,4,3,0,5,4,7,6,5,1,0,0,1,0,0,0,1,0,0,1,0,0,1,155.5
156,15,0,1,0,0,0,0,0,0,2,7,2,0,0,0,0,0,1,1,5,3,5,6,6,7,6,5,1,5,1,0,0,0,0,1,0,0,1,0,0,1,156.5
157,15,0,0,0,0,1,0,0,0,2,5,2,0,0,1,0,0,0,1,5,3,4,5,6,6,6,5,0,0,0,0,0,1,0,0,1,0,1,0,0,1,157.5
158,14,0,0,0,0,1,0,0,1,2,7,2,0,1,0,0,0,0,1,5,2,7,4,5,5,5,5,0,30,0,0,0,1,0,0,1,0,0,1,0,1,158.5
159,10,0,0,1,0,0,0,0,0,2,4,2,0,0,0,0,0,1,1,0,1,0,4,5,4,5,5,1,0,0,0,1,0,1,0,0,0,1,0,0,1,159.5
160,15,0,1,0,0,0,0,0,0,1,7,2,0,1,0,0,0,0,1,7,2,4,5,5,5,5,5,1,0,0,0,0,1,0,0,0,1,0,0,1,1,160.5
161,15,0,1,0,0,0,0,0,0,2,7,2,0,0,0,0,0,1,1,0,2,0,0,0,0,0,5,1,5,0,1,0,0,1,0,0,0,0,1,0,1,161.5
162,15,0,0,0,1,0,0,0,0,1,7,2,0,0,0,0,0,1,1,3,1,5,5,5,5,5,5,0,10,0,1,0,0,0,0,1,0,0,0,1,1,162.5
163,15,0,0,1,0,0,0,0,0,2,5,1,0,0,0,0,1,0,1,5,2,7,7,7,7,7,5,0,10,1,0,0,0,0,0,0,1,1,0,0,1,163.5
164,14,0,0,1,0,0,0,0,0,2,6,2,0,0,0,1,0,0,1,6,2,7,6,7,5,5,5,1,0,0,0,1,0,0,1,0,0,0,0,1,1,164.5
165,13,0,1,0,0,0,0,0,0,1,7,2,0,0,0,0,0,1,1,6,4,3,3,4,5,5,5,1,20,0,0,0,1,0,0,1,0,1,0,0,1,165.5
166,9,0,1,0,0,0,0,0,0,2,7,1,1,0,0,0,0,0,1,6,2,2,2,2,5,5,5,1,10,0,1,0,0,1,0,0,0,0,1,0,1,166.5
167,9,0,0,1,0,0,0,0,1,2,6,1,0,0,0,0,0,1,1,6,3,5,6,6,5,4,5,1,5,0,0,0,1,0,0,0,1,1,0,0,1,167.5
168,15,0,1,0,0,0,0,0,0,1,7,2,0,1,0,0,0,0,1,6,2,6,6,6,0,6,5,0,30,1,0,0,0,1,0,0,0,1,0,0,1,168.5
169,15,0,1,0,0,0,0,0,0,1,7,2,0,0,0,0,0,1,1,7,1,7,7,7,7,7,5,0,5,1,0,0,0,0,0,1,0,0,1,0,1,169.5
170,14,0,1,0,0,0,0,0,0,1,7,2,0,0,1,0,0,0,1,5,2,5,5,5,6,5,5,0,30,1,0,0,0,0,0,1,0,1,0,0,1,170.5
171,14,0,1,0,0,0,0,0,0,1,7,2,0,0,1,0,0,0,1,7,1,5,7,7,7,7,5,1,0,0,0,1,0,0,0,1,0,0,1,0,1,171.5
172,10,0,0,1,0,0,0,0,0,2,6,2,0,0,1,1,0,0,1,7,1,7,7,7,7,7,5,0,30,0,0,1,0,0,1,0,0,0,0,1,1,172.5
173,15,0,1,0,0,0,0,0,0,1,7,2,0,0,0,0,0,1,1,4,4,3,3,3,4,5,5,1,5,0,0,1,0,1,0,0,0,0,1,0,1,173.5
174,10,0,0,0,0,1,0,0,0,2,6,2,1,0,0,0,0,0,1,7,4,7,7,7,5,3,5,0,10,1,0,0,0,0,0,1,0,1,0,0,1,174.5
175,13,0,0,0,0,0,0,0,1,2,7,2,0,0,0,0,0,1,1,6,2,6,7,7,7,2,5,0,30,0,1,0,0,0,0,0,1,0,1,0,1,175.5
176,10,0,0,1,0,0,0,0,0,2,5,2,0,0,1,0,0,0,1,0,3,6,6,6,6,7,5,1,5,0,0,0,1,0,0,0,1,0,1,0,1,176.5
177,14,0,0,0,1,0,0,0,0,1,7,2,0,1,0,0,0,0,1,5,3,4,4,4,6,6,5,1,0,0,0,1,0,0,0,0,1,0,0,1,1,177.5
178,14,0,0,1,0,0,0,0,0,2,6,2,0,0,0,1,0,0,1,4,2,5,5,5,2,3,5,1,5,0,1,0,0,0,0,0,1,0,0,1,1,178.5
179,14,0,0,1,0,0,0,0,0,2,7,2,0,0,0,0,0,1,1,7,2,7,7,7,6,7,5,1,20,1,0,0,0,0,0,0,1,1,0,0,1,179.5
180,15,0,1,0,0,0,0,0,0,1,7,2,0,0,0,0,0,1,1,7,2,3,3,3,4,5,5,1,0,0,0,1,0,1,0,0,0,0,1,0,1,180.5
181,14,0,0,1,0,0,0,0,0,2,7,2,0,0,1,1,0,0,1,6,4,7,6,6,7,7,5,0,30,0,0,1,0,0,0,0,1,1,0,0,1,181.5
182,8,0,1,1,0,0,0,0,0,2,7,1,0,0,1,0,0,0,1,7,2,6,7,7,6,7,5,0,0,0,0,0,1,0,0,0,1,1,0,0,1,182.5
183,14,0,1,0,0,0,1,0,0,2,7,0,0,0,1,0,0,0,1,6,3,4,4,4,7,6,5,0,20,0,0,0,1,0,0,0,1,0,0,1,1,183.5
184,10,0,0,0,0,0,0,1,0,2,5,4,0,0,0,0,0,1,1,4,3,6,6,6,5,3,5,1,5,1,0,0,0,0,0,1,0,0,0,1,1,184.5
185,15,0,1,0,0,0,0,0,0,1,7,2,0,0,1,0,0,0,1,6,2,6,5,6,5,5,5,0,10,1,0,0,0,0,1,0,0,0,0,1,1,185.5
186,10,0,0,0,0,0,0,1,1,3,7,2,0,0,0,0,0,1,1,5,1,4,6,4,5,4,5,1,10,0,0,0,1,1,0,0,0,1,0,0,1,186.5
187,15,0,0,1,0,0,0,0,0,1,7,2,0,0,0,1,0,0,1,5,2,5,4,4,5,5,5,1,20,0,1,0,0,0,1,0,0,0,1,0,1,187.5
188,13,0,1,0,0,0,0,0,0,3,7,2,0,0,0,0,0,1,1,0,4,6,6,6,6,7,5,0,30,1,0,0,0,0,0,0,1,1,0,0,1,188.5
189,15,0,0,1,0,0,0,0,0,2,7,2,0,0,1,0,0,0,1,4,3,2,3,3,3,1,5,0,20,0,1,0,0,1,0,0,0,1,0,0,1,189.5
190,13,0,0,0,0,0,0,1,0,1,7,2,0,0,0,0,0,1,1,5,3,5,5,3,4,0,5,0,30,0,0,1,0,0,0,0,1,0,0,1,1,190.5
191,13,0,0,1,0,0,0,1,0,3,6,2,0,0,0,0,0,1,1,6,4,5,6,6,6,3,5,0,0,0,0,0,1,1,0,0,0,0,0,1,1,191.5
192,14,0,0,0,0,0,1,0,0,2,5,1,1,0,0,0,0,0,1,7,3,7,2,7,4,7,5,1,30,0,0,0,1,0,0,0,1,1,0,0,1,192.5
193,8,0,0,1,0,0,0,0,0,2,2,1,0,0,0,1,0,0,1,7,1,7,7,7,7,7,5,0,0,1,0,0,0,0,0,0,1,0,0,1,1,193.5
194,9,0,0,1,0,0,0,0,0,1,2,1,0,0,1,0,0,0,1,7,2,0,7,7,7,7,5,1,30,0,1,0,0,0,1,0,0,0,1,0,1,194.5
195,15,0,0,0,0,0,0,1,0,3,7,2,0,1,0,0,0,0,1,0,3,5,5,6,4,5,5,1,10,0,0,0,1,0,1,0,0,0,1,0,1,195.5
196,15,0,1,0,0,0,0,0,0,2,7,1,0,0,0,0,1,0,1,3,1,5,4,4,6,6,5,1,20,0,0,0,1,0,0,1,0,1,0,0,1,196.5
197,13,0,0,1,0,0,0,0,0,3,7,2,0,0,0,0,0,1,1,7,2,3,4,6,6,5,5,1,20,0,0,0,1,0,1,0,0,1,0,0,1,197.5
198,13,0,0,1,0,0,0,0,0,2,6,2,0,0,0,0,0,1,1,5,1,6,5,6,5,5,5,0,20,0,0,1,0,0,1,0,0,0,1,0,1,198.5
199,14,0,0,0,0,1,0,0,0,1,7,2,0,0,1,0,0,0,1,0,3,0,7,7,7,7,5,1,10,0,1,0,0,0,1,0,0,0,0,1,1,199.5
200,9,0,0,1,0,0,0,0,0,1,7,2,0,1,0,0,0,0,1,4,1,4,4,3,4,5,5,0,10,0,0,1,0,0,0,0,1,1,0,0,1,200.5
201,15,0,0,1,0,0,0,0,0,1,7,2,0,0,1,0,0,0,1,0,3,6,5,7,7,7,5,1,5,0,0,1,0,0,1,0,0,1,0,0,1,201.5
202,8,0,1,1,0,0,0,0,0,2,4,2,0,0,1,0,0,0,1,7,2,5,7,7,6,6,5,0,0,1,0,0,0,0,0,1,0,0,1,0,1,202.5
203,10,0,0,0,1,0,0,0,0,2,7,2,0,0,1,0,0,0,1,0,3,6,5,7,6,6,5,0,5,0,0,1,0,0,0,0,1,0,1,0,1,203.5
204,13,0,1,0,0,0,1,0,0,2,7,2,0,0,1,0,0,0,1,7,3,7,0,7,4,0,5,1,20,0,1,0,0,0,0,0,1,0,1,0,1,204.5
205,13,0,1,0,0,0,0,0,0,1,7,2,0,0,1,0,0,0,1,2,3,3,3,3,3,3,5,1,0,0,0,1,0,0,0,1,0,0,0,1,1,205.5
206,9,0,1,0,0,0,0,0,0,1,6,2,0,0,0,0,0,1,1,7,1,7,5,7,6,6,5,0,30,1,0,0,0,0,0,0,1,0,0,1,1,206.5
207,9,0,1,0,0,0,0,0,0,2,6,2,0,0,0,0,0,1,1,6,1,7,5,5,5,7,5,1,20,0,1,0,0,1,0,0,0,0,0,1,1,207.5
208,9,0,1,0,0,0,0,0,0,2,7,2,0,0,1,0,0,0,1,5,3,3,4,3,4,5,5,0,30,0,0,1,0,1,0,0,0,0,0,1,1,208.5
209,15,0,1,0,0,0,0,0,0,2,7,2,0,0,1,0,0,0,1,5,2,6,5,6,5,6,5,0,20,0,0,0,1,0,0,0,1,1,0,0,1,209.5
210,15,0,0,1,0,0,0,0,0,3,5,2,0,0,1,1,0,0,1,0,4,6,5,6,6,7,5,0,30,0,0,0,1,1,0,0,0,0,0,1,1,210.5
211,13,0,0,0,0,1,0,0,0,2,6,1,0,1,0,0,0,0,1,7,3,7,7,7,7,5,5,0,10,0,1,0,0,0,0,1,0,0,1,0,1,211.5
212,13,0,0,1,0,0,0,1,0,2,4,1,0,0,1,1,0,0,1,0,3,7,5,7,7,7,5,1,10,0,0,1,0,0,0,1,0,1,0,0,1,212.5
213,13,0,1,0,0,0,1,0,0,2,7,4,0,0,0,1,0,0,1,3,1,0,0,0,0,0,5,0,20,0,0,1,0,0,1,0,0,1,0,0,1,213.5
214,9,0,1,0,0,0,0,0,0,2,7,1,0,0,0,0,0,1,1,0,1,6,6,6,6,6,5,1,0,0,1,0,0,0,1,0,0,0,1,0,1,214.5
215,15,0,1,0,0,0,0,0,0,2,7,2,0,1,0,0,0,1,1,7,3,5,7,7,7,7,5,1,0,0,1,0,0,0,0,0,1,0,1,0,1,215.5
216,10,0,0,1,0,0,0,0,0,2,7,2,0,0,1,0,0,0,1,7,3,6,5,6,5,5,5,0,0,0,0,1,0,1,0,0,0,0,1,0,1,216.5
217,15,0,0,1,0,0,0,0,0,1,6,2,0,0,1,0,0,0,1,7,3,7,7,7,7,7,5,1,30,0,0,1,0,0,0,1,0,1,0,0,1,217.5
218,9,0,1,1,0,0,0,0,0,2,4,2,0,0,0,0,0,1,1,6,2,5,4,7,3,5,5,0,10,0,0,0,1,0,0,0,1,0,0,1,1,218.5
219,9,0,0,1,0,0,0,0,0,1,4,2,0,0,0,0,0,1,1,7,3,4,3,6,6,5,5,1,5,0,0,1,0,0,0,0,1,0,1,0,1,219.5
220,14,0,1,0,0,0,0,0,0,3,6,2,0,0,1,0,0,0,1,0,2,5,6,7,5,0,5,1,0,0,1,0,0,1,0,0,0,0,1,0,1,220.5
221,15,0,0,1,0,0,0,0,0,1,7,2,0,0,1,1,0,0,1,5,3,5,6,6,6,6,5,0,10,0,1,0,0,0,0,1,0,0,0,1,1,221.5
222,14,0,0,1,0,0,0,0,0,2,7,2,0,0,1,1,0,0,1,0,1,6,3,6,3,6,5,0,10,0,0,0,1,0,0,1,0,0,0,1,1,222.5
223,15,0,0,0,1,0,0,0,0,2,5,1,1,0,0,0,0,0,1,7,3,7,7,7,5,7,5,0,5,0,0,0,1,0,0,0,1,0,0,1,1,223.5
224,8,0,0,1,0,0,0,0,0,2,7,1,0,1,0,0,0,0,1,7,1,7,7,7,7,7,5,0,30,1,0,0,0,0,1,0,0,0,0,1,1,224.5
225,8,0,0,0,0,1,0,0,0,1,4,2,0,1,0,0,0,0,1,5,1,7,7,5,6,7,5,1,0,0,1,0,0,0,1,0,0,1,0,0,1,225.5
226,10,0,0,0,1,0,0,0,0,2,7,2,0,0,1,0,0,0,1,6,1,7,7,7,7,7,5,0,20,0,0,0,1,0,0,1,0,0,0,1,1,226.5
227,15,0,1,0,0,0,0,0,0,2,7,2,0,0,0,0,0,0,1,5,1,6,5,5,5,5,5,1,5,0,0,0,1,0,0,0,1,0,1,0,1,227.5
228,15,0,1,0,0,0,0,0,0,1,7,2,0,1,0,0,0,0,1,5,3,2,5,4,4,2,5,1,10,0,0,0,1,0,0,0,1,1,0,0,1,228.5
229,13,0,0,0,0,0,1,0,0,2,4,1,0,1,0,0,0,0,1,0,2,3,3,3,3,5,5,1,0,1,0,0,0,0,0,1,0,0,0,1,1,229.5
230,13,0,1,0,0,0,0,0,0,1,7,2,0,1,0,0,0,0,1,0,2,6,6,6,5,4,5,0,10,0,0,1,0,0,0,0,1,1,0,0,1,230.5
231,15,0,1,0,0,0,0,0,0,1,7,1,0,0,1,1,0,0,1,6,3,2,3,5,3,3,5,0,30,0,0,1,0,0,0,1,0,1,0,0,1,231.5
232,13,0,1,0,0,0,0,0,0,2,7,2,0,1,0,0,0,0,1,7,3,1,4,6,3,4,5,1,10,0,0,0,1,0,0,0,1,0,1,0,1,232.5
233,9,0,1,0,0,0,0,0,0,2,7,2,0,0,1,0,0,0,1,0,2,3,1,4,2,1,5,1,5,0,1,0,0,0,1,0,0,0,0,1,1,233.5
234,13,0,0,1,0,0,0,0,0,1,7,2,0,0,1,0,0,0,1,4,2,5,5,5,5,4,5,1,0,0,1,0,0,0,1,0,0,1,0,0,1,234.5
235,10,0,0,0,0,0,0,0,1,2,4,1,0,1,0,0,0,0,1,7,1,7,7,7,6,7,5,1,0,0,1,0,0,1,0,0,0,0,0,1,1,235.5
236,10,0,0,1,0,0,0,0,0,2,3,2,0,1,0,0,0,0,1,5,2,7,5,7,7,6,5,0,10,0,0,1,0,0,1,0,0,0,1,0,1,236.5
237,10,0,0,1,1,0,0,0,0,1,5,2,0,0,0,0,0,1,1,4,2,7,6,7,7,7,5,1,0,0,0,1,0,1,0,0,0,1,0,0,1,237.5
238,14,0,1,0,0,0,0,0,0,1,7,2,0,1,0,0,0,0,1,7,3,7,7,7,7,7,5,0,5,1,0,0,0,1,0,0,0,0,0,1,1,238.5
239,14,0,0,0,0,0,0,1,0,2,5,4,0,0,0,0,0,0,1,3,3,0,3,0,0,0,5,0,20,0,1,0,0,1,0,0,0,0,0,1,1,239.5
240,13,0,0,1,0,0,0,0,0,2,7,2,0,0,0,0,0,1,1,6,4,0,0,0,0,0,5,1,10,0,1,0,0,1,0,0,0,0,1,0,1,240.5
